# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 10 -i /data/shared/emapper_jobs/user_data/MM_8aaeallx/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_8aaeallx -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_8aaeallx
# time: Tue Jul 23 01:17:43 2019
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
5m73_B	27679.XP_003920744.1	7.4e-62	243.0	Primates	SRP19	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005786,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006616,GO:0006617,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008312,GO:0009987,GO:0015031,GO:0015833,GO:0016043,GO:0022607,GO:0031974,GO:0031981,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0034622,GO:0042221,GO:0042493,GO:0042886,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045047,GO:0045184,GO:0046907,GO:0048500,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0065003,GO:0070013,GO:0070727,GO:0070972,GO:0071702,GO:0071705,GO:0071806,GO:0071840,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0097159,GO:1901363,GO:1990904		ko:K03105	ko03060,map03060				ko00000,ko00001,ko02044	3.A.5.7,3.A.5.9			Mammalia	35FRN@314146,3A02P@33154,3BPGP@33208,3D6NV@33213,3JF60@40674,481ZU@7711,48VWS@7742,4MEN1@9443,COG1400@1,KOG3198@2759	NA|NA|NA	U	7S RNA binding
2xkv_A	498848.TaqDRAFT_5389	4.1e-156	557.4	Deinococcus-Thermus	ffh	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006605,GO:0006612,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0030312,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033036,GO:0034613,GO:0035639,GO:0036094,GO:0040007,GO:0042886,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0071944,GO:0072657,GO:0090150,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1990904	3.6.5.4	ko:K03106	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335			ko00000,ko00001,ko00002,ko01000,ko02044	3.A.5.1,3.A.5.2,3.A.5.7,3.A.5.8,3.A.5.9			Bacteria	1WII8@1297,COG0541@1,COG0541@2	NA|NA|NA	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY
5vt0_L	316407.85675868	3.4e-270	937.2	Escherichia	rpoD	GO:0000988,GO:0000990,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016987,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043254,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2000142,GO:2001141		ko:K03086					ko00000,ko03021				Bacteria	1MVNJ@1224,1RMQI@1236,3XPCE@561,COG0568@1,COG0568@2	NA|NA|NA	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth
3cw1_L	8010.XP_010889736.1	4.2e-36	156.8	Actinopterygii	SNRPC	GO:0000243,GO:0000245,GO:0000375,GO:0000377,GO:0000381,GO:0000395,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005684,GO:0005685,GO:0006139,GO:0006376,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0010468,GO:0016043,GO:0016070,GO:0016071,GO:0019219,GO:0019222,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0030627,GO:0031323,GO:0032991,GO:0034622,GO:0034641,GO:0036002,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043484,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0048024,GO:0050684,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065003,GO:0065007,GO:0071010,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:1901360,GO:1901363,GO:1903311,GO:1990904		ko:K11095	ko03040,map03040	M00351			ko00000,ko00001,ko00002,ko03041				Metazoa	39W5M@33154,3BSPY@33208,3CRWZ@33213,487N7@7711,48XAM@7742,4A1AF@7898,COG5136@1,KOG3454@2759	NA|NA|NA	A	Component of the spliceosomal U1 snRNP, which is essential for recognition of the pre-mRNA 5' splice-site and the subsequent assembly of the spliceosome. snrpc U1-C is directly involved in initial 5' splice-site recognition for both constitutive and regulated alternative splicing. The interaction with the 5' splice-site seems to precede base-pairing between the pre-mRNA and the U1 snRNA. Stimulates commitment or early (E) complex formation by stabilizing the base pairing of the 5' end of the U1 snRNA and the 5' splice-site region
5o9z_P	9597.XP_003828698.1	0.0	1223.4	Hominidae	SART1	GO:0000375,GO:0000377,GO:0000387,GO:0000398,GO:0000481,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005684,GO:0005737,GO:0005794,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0012505,GO:0015030,GO:0016043,GO:0016070,GO:0016071,GO:0016072,GO:0016604,GO:0016607,GO:0022407,GO:0022409,GO:0022607,GO:0022613,GO:0022618,GO:0030155,GO:0030532,GO:0031974,GO:0031981,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0045292,GO:0045580,GO:0045582,GO:0045583,GO:0045585,GO:0045595,GO:0045597,GO:0045619,GO:0045621,GO:0045785,GO:0046483,GO:0046540,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0050863,GO:0050865,GO:0050867,GO:0050870,GO:0051094,GO:0051239,GO:0051240,GO:0051249,GO:0051251,GO:0065003,GO:0065007,GO:0070013,GO:0071005,GO:0071011,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1902105,GO:1902107,GO:1902494,GO:1903037,GO:1903039,GO:1903706,GO:1903708,GO:1990904,GO:2000026		ko:K11984	ko03040,map03040	M00354			ko00000,ko00001,ko00002,ko03041,ko04121				Mammalia	35NDC@314146,38FUE@33154,3BEM5@33208,3CV1W@33213,3J4IY@40674,485Y6@7711,48UT9@7742,4MF02@9443,4N4AI@9604,KOG2217@1,KOG2217@2759	NA|NA|NA	A	SART-1 family
5mqf_F	60711.ENSCSAP00000016981	1.8e-158	565.5	Cercopithecoidea	SNRNP40	GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005682,GO:0005684,GO:0005732,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016604,GO:0016607,GO:0030532,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0070013,GO:0071007,GO:0071011,GO:0071013,GO:0071704,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:1901360,GO:1901363,GO:1902494,GO:1990904		ko:K12857	ko03040,map03040	M00354,M00355			ko00000,ko00001,ko00002,ko03041				Mammalia	35HJ8@314146,361FP@314294,38B86@33154,3BCI3@33208,3CSB6@33213,3JDNA@40674,486VB@7711,48ZD1@7742,4MAJ8@9443,KOG0265@1,KOG0265@2759	NA|NA|NA	A	Small nuclear ribonucleoprotein
5lj5_d	4932.YLR147C	1.9e-49	201.4	Saccharomycetaceae	SMD3	GO:0000243,GO:0000245,GO:0000375,GO:0000377,GO:0000387,GO:0000395,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005682,GO:0005684,GO:0005685,GO:0005686,GO:0005687,GO:0005689,GO:0005737,GO:0006139,GO:0006325,GO:0006342,GO:0006355,GO:0006376,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008380,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016458,GO:0019219,GO:0019222,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0030702,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032991,GO:0034622,GO:0034641,GO:0034715,GO:0034719,GO:0040029,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045292,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0046540,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0065003,GO:0065007,GO:0071004,GO:0071010,GO:0071011,GO:0071013,GO:0071014,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1901363,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1990141,GO:1990904,GO:2000112,GO:2000113,GO:2001141		ko:K11088	ko03040,ko04139,ko05322,map03040,map04139,map05322	M00351,M00352,M00354,M00355,M00398			ko00000,ko00001,ko00002,ko03032,ko03041				Fungi	3A1ZB@33154,3P34G@4751,3QV1G@4890,3RV8G@4891,3S1JW@4893,COG1958@1,KOG3172@2759	NA|NA|NA	A	to Saccharomyces cerevisiae SMD3 (YLR147C)
5wsg_G	4932.YOR159C	7.1e-46	189.5	Saccharomycetaceae		GO:0000245,GO:0000375,GO:0000377,GO:0000387,GO:0000395,GO:0000398,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005682,GO:0005684,GO:0005685,GO:0005686,GO:0005687,GO:0006139,GO:0006376,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016071,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0032991,GO:0034622,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0046540,GO:0065003,GO:0071004,GO:0071010,GO:0071011,GO:0071014,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1990904		ko:K11097	ko03040,map03040	M00351,M00352,M00354,M00355,M00398			ko00000,ko00001,ko00002,ko03032,ko03041				Fungi	3A3J0@33154,3P5RR@4751,3QXTX@4890,3RV7S@4891,3S1R1@4893,COG1958@1,KOG1774@2759	NA|NA|NA	A	to Saccharomyces cerevisiae SME1 (YOR159C)
5b2r_B	1314.HKU360_00834	0.0	2642.1	Bacilli	cas9			ko:K09952					ko00000,ko01000,ko02048				Bacteria	1TPSD@1239,4HE0R@91061,COG3513@1,COG3513@2	NA|NA|NA	L	CRISPR (clustered regularly interspaced short palindromic repeat) is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). In type II CRISPR systems correct processing of pre-crRNA requires a trans-encoded small RNA (tracrRNA), endogenous ribonuclease 3 (rnc) and this protein. The tracrRNA serves as a guide for ribonuclease 3-aided processing of pre-crRNA. Subsequently Cas9 crRNA tracrRNA endonucleolytically cleaves linear or circular dsDNA target complementary to the spacer
1drz_A	10029.XP_007608005.1	1.3e-45	188.7	Rodentia	SNRPA	GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005685,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0017069,GO:0030532,GO:0030619,GO:0032991,GO:0034641,GO:0035613,GO:0035614,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:1901360,GO:1901363,GO:1990904		ko:K11091	ko03040,map03040	M00351			ko00000,ko00001,ko00002,ko03041				Mammalia	35IV2@314146,38FK2@33154,3BEDU@33208,3CRNJ@33213,3J9GQ@40674,48A10@7711,490UX@7742,4Q0CK@9989,KOG4206@1,KOG4206@2759	NA|NA|NA	A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
1m5k_C	10029.XP_007608005.1	1.8e-47	194.9	Rodentia	SNRPA	GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005685,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0017069,GO:0030532,GO:0030619,GO:0032991,GO:0034641,GO:0035613,GO:0035614,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:1901360,GO:1901363,GO:1990904		ko:K11091	ko03040,map03040	M00351			ko00000,ko00001,ko00002,ko03041				Mammalia	35IV2@314146,38FK2@33154,3BEDU@33208,3CRNJ@33213,3J9GQ@40674,48A10@7711,490UX@7742,4Q0CK@9989,KOG4206@1,KOG4206@2759	NA|NA|NA	A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
2hvy_A	186497.PF1785	5.8e-194	683.3	Thermococci	truB	GO:0000154,GO:0000495,GO:0001522,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016072,GO:0016073,GO:0016074,GO:0016556,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0031120,GO:0031123,GO:0031126,GO:0033979,GO:0034470,GO:0034641,GO:0034660,GO:0034964,GO:0040031,GO:0042254,GO:0043144,GO:0043170,GO:0043412,GO:0043628,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360,GO:1990481	5.4.99.25	ko:K03177,ko:K11131	ko03008,map03008	M00425			ko00000,ko00001,ko00002,ko01000,ko03009,ko03016,ko03032				Archaea	243K5@183968,2XTUE@28890,COG0130@1,arCOG00987@2157	NA|NA|NA	J	Could be responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs
3lwo_B	186497.PF1141	1e-29	135.2	Thermococci	nop10			ko:K11130	ko03008,map03008	M00425			ko00000,ko00001,ko00002,ko03009,ko03032				Archaea	244PG@183968,2Y1HX@28890,COG2260@1,arCOG00906@2157	NA|NA|NA	J	more specifically in 18S rRNA pseudouridylation and in cleavage of pre-rRNA
6nd4_c	4932.YDL014W	1.2e-135	489.6	Saccharomycetaceae	NOP1	GO:0000154,GO:0000494,GO:0001510,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005732,GO:0006139,GO:0006325,GO:0006364,GO:0006396,GO:0006464,GO:0006479,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008213,GO:0008276,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0015030,GO:0016043,GO:0016070,GO:0016072,GO:0016074,GO:0016569,GO:0016570,GO:0016571,GO:0016604,GO:0016740,GO:0016741,GO:0018364,GO:0019538,GO:0022613,GO:0030684,GO:0030686,GO:0031123,GO:0031126,GO:0031167,GO:0031428,GO:0031974,GO:0031981,GO:0032040,GO:0032259,GO:0032991,GO:0033967,GO:0034470,GO:0034641,GO:0034660,GO:0034963,GO:0036009,GO:0036211,GO:0042054,GO:0042254,GO:0043144,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0043628,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044452,GO:0044464,GO:0046483,GO:0051276,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0140096,GO:0140098,GO:0140102,GO:1901360,GO:1901363,GO:1901564,GO:1990258,GO:1990259,GO:1990904		ko:K14563	ko03008,map03008				ko00000,ko00001,ko01000,ko03009				Fungi	38EYU@33154,3NV08@4751,3QMKQ@4890,3RSB2@4891,3RZ9D@4893,COG1889@1,KOG1596@2759	NA|NA|NA	J	ubiE/COQ5 methyltransferase family
# 24 queries scanned
# Total time (seconds): 46.084154129
# Rate: 0.52 q/s
